Mascota,Edad,Tamaño,Sexo,Patron de pelaje,Color de pelaje 1,Color de pelaje 2,Color de pelaje 3,Largo de pelaje,Color de ojos,Largo de hocico,Largo de cola,Largo de orejas,Tipo de orejas
4404,Adulto,Grande,Hembra,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1516,Cachorro,Chico,Macho,Bicolor,Negro,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Cortas,Caidas
1525,Adulto,Grande,Macho,Bicolor,Dorado,Negro,,Mediano,Marron oscuro,Largo,Mediana,Largas,Paradas
4407,Adulto,Chico,Macho,Bicolor,Blanco,Marron,,Mediano,Marron oscuro,Mediano,Mediana,Largas,Caidas
6046,Adulto,Mediano,Hembra,Liso,Blanco,,,Corto,Marron oscuro,Mediano,Mediana,Cortas,Paradas
4411,Adulto,Mediano,Hembra,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Mediana,Largas,Caidas
1526,Adulto,Chico,Macho,Tricolor,Negro,Marron,Blanco,Corto,Marron oscuro,Mediano,Corta,Medianas,Caidas
4413,Adulto,Mediano,Hembra,Bicolor,Negro,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6047,Cachorro,Mediano,Hembra,Bicolor,Negro,Dorado,,Mediano,Marron oscuro,Largo,Mediana,Cortas,Paradas
4416,Adulto,Chico,Hembra,Bicolor,Negro,Gris,,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1529,Adulto,Mediano,Macho,Liso,Dorado,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6049,Cachorro,Chico,Macho,Bicolor,Blanco,Negro,,Corto,Marron oscuro,Corto,Mediana,Cortas,Caidas
4427,Adulto,Mediano,Macho,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Largo,Medianas,Caidas
1531,Cachorro,Chico,Hembra,Liso,Dorado,,,Corto,Marron oscuro,Corto,Corta,Medianas,Caidas
4434,Cachorro,Chico,Hembra,Bicolor,Blanco,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
4436,Adulto,Chico,Hembra,Liso,Marron,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Paradas
6051,Adulto,Grande,Hembra,Bicolor,Blanco,Marron,,Corto,Marron oscuro,Mediano,Largo,Cortas,Paradas
1546,Adulto,Mediano,Macho,Tricolor,Negro,Blanco,Marron,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
4437,Adulto,Mediano,Hembra,Liso,Marron,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Paradas
6055,Adulto,Grande,Macho,Liso,Negro,,,Corto,Marron claro,Corto,Corta,Medianas,Caidas
4464,Cachorro,Mediano,Hembra,Bicolor,Marron,Blanco,,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1549,Adulto,Mediano,Macho,Tricolor,Blanco,Negro,Marron,Corto,Marron oscuro,Mediano,Corta,Medianas,Caidas
4465,Adulto,Grande,Hembra,Bicolor,Negro,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6064,Adulto,Grande,Macho,Tricolor,Negro,Marron,Blanco,Corto,Marron oscuro,Mediano,Largo,Medianas,Caidas
4466,Cachorro,Chico,Macho,Liso,Marron,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Paradas
1564,Adulto,Muy Grande,Hembra,Bicolor,Gris,Blanco,,Corto,Marron claro,Mediano,Mediana,Largas,Caidas
4467,Cachorro,Chico,Macho,Bicolor,Blanco,Negro,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6065,Adulto,Grande,Macho,Liso,Negro,,,Mediano,Marron claro,Mediano,Mediana,Medianas,Paradas
4468,Adulto,Grande,Hembra,Bicolor,Blanco,Negro,,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
4473,Adulto,Grande,Hembra,Bicolor,Blanco,Marron,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6066,Cachorro,Chico,Macho,Bicolor,Marron,Blanco,,Corto,Marron oscuro,Corto,Mediana,Largas,Caidas
1593,Cachorro,Mediano,Macho,Tricolor,Blanco,Gris,Negro,Mediano,Marron oscuro,Largo,Mediana,Medianas,Paradas
4478,Adulto,Mediano,Macho,Liso,Blanco,,,Mediano,Marron oscuro,Mediano,Largo,Medianas,Paradas
4480,Adulto,Chico,Macho,Liso,Marron,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Paradas
4491,Adulto,Chico,Macho,Liso,Blanco,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Paradas
6067,Adulto,Grande,Hembra,Liso,Negro,,,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1596,Adulto,Grande,Macho,Bicolor,Blanco,Negro,,Mediano,Celeste,Largo,Mediana,Medianas,Caidas
4492,Adulto,Muy Grande,Macho,Bicolor,Negro,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6070,Cachorro,Chico,Macho,Bicolor,Negro,Marron,,Corto,Marron claro,Corto,Largo,Cortas,Caidas
4502,Adulto,Chico,Macho,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
6072,Cachorro,Chico,Macho,Liso,Marron,,,Corto,Marron claro,Corto,Corta,Medianas,Caidas
4512,Adulto,Grande,Hembra,Bicolor,Negro,Marron,,Mediano,Marron oscuro,Largo,Largo,Largas,Paradas
4515,Adulto,Grande,Hembra,Bicolor,Negro,Marron,,Corto,Marron oscuro,Largo,Largo,Largas,Paradas
1640,Adulto,Muy Grande,Macho,Bicolor,Negro,Blanco,,Corto,Marron oscuro,Largo,Largo,Largas,Caidas
4516,Adulto,Chico,Hembra,Bicolor,Negro,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Cortas,Caidas
6073,Adulto,Grande,Hembra,Bicolor,Marron,Blanco,,Corto,Marron claro,Corto,Mediana,Medianas,Caidas
4531,Adulto,Chico,Hembra,Liso,Marron,,,Largo,Marron oscuro,Mediano,Mediana,Cortas,Caidas
1652,Adulto,Grande,Hembra,Tricolor,Gris,Blanco,Marron,Largo,Marron oscuro,Largo,Mediana,Medianas,Paradas
4535,Adulto,Chico,Hembra,Liso,Blanco,,,Largo,Marron oscuro,Mediano,Mediana,Medianas,Paradas
6075,Adulto,Grande,Macho,Liso,Negro,,,Corto,Marron oscuro,Corto,Largo,Medianas,Paradas
4537,Adulto,Grande,Macho,Liso,Negro,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
4539,Adulto,Mediano,Macho,Liso,Dorado,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1682,Adulto,Grande,Macho,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Cortada,Medianas,Caidas
6078,Adulto,Grande,Macho,Bicolor,Marron,Blanco,,Corto,Marron oscuro,Mediano,Corta,Largas,Caidas
4541,Adulto,Grande,Macho,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
4546,Cachorro,Chico,Macho,Bicolor,Marron,Blanco,,Corto,Marron oscuro,Mediano,Largo,Medianas,Caidas
4547,Adulto,Chico,Macho,Bicolor,Marron,Negro,,Largo,Marron oscuro,Mediano,Cortada,Medianas,Paradas
1693,Adulto,Mediano,Macho,Liso,Dorado,,,Corto,Marron claro,Mediano,Mediana,Largas,Caidas
6079,Adulto,Mediano,Macho,Liso,Marron,,,Corto,Marron claro,Largo,Mediana,Largas,Caidas
4551,Adulto,Grande,Hembra,Liso,Marron,,,Corto,Marron oscuro,Corto,Mediana,Medianas,Paradas
1701,Adulto,Mediano,Hembra,Liso,Dorado,,,Corto,Marron claro,Mediano,Mediana,Medianas,Caidas
1702,Adulto,Mediano,Macho,Liso,Blanco,,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1706,Cachorro,Chico,Macho,Bicolor,Dorado,Marron,,Corto,Marron claro,Mediano,Mediana,Medianas,Caidas
1722,Adulto,Grande,Macho,Liso,Blanco,,,Corto,Marron claro,Mediano,Mediana,Medianas,Caidas
1730,Cachorro,Mediano,Macho,Bicolor,Dorado,Blanco,,Corto,Marron claro,Mediano,Corta,Medianas,Caidas
1732,Adulto,Grande,Macho,Bicolor,Marron,Blanco,,Corto,Marron oscuro,Corto,Cortada,Cortada,Paradas
1737,Cachorro,Mediano,Hembra,Bicolor,Marron,Blanco,,Corto,Marron claro,Mediano,Mediana,Medianas,Caidas
1761,Adulto,Mediano,Hembra,Bicolor,Negro,Blanco,,Largo,Marron oscuro,Mediano,Largo,Largas,Caidas
1766,Adulto,Grande,Macho,Liso,Blanco,,,Corto,Marron oscuro,Mediano,Mediana,Largas,Caidas
1767,Adulto,Grande,Macho,Bicolor,Blanco,Negro,,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1776,Adulto,Chico,Macho,Bicolor,Blanco,Marron,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1782,Cachorro,Mediano,Hembra,Tricolor,Marron,Negro,Blanco,Corto,Marron oscuro,Mediano,Mediana,Largas,Caidas
1789,Cachorro,Mediano,Macho,Bicolor,Negro,Marron,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1800,Cachorro,Chico,Hembra,Bicolor,Dorado,Blanco,,Corto,Marron claro,Mediano,Corta,Medianas,Caidas
1801,Cachorro,Chico,Hembra,Tricolor,Negro,Blanco,Marron,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1807,Adulto,Chico,Macho,Liso,Dorado,,,Largo,Marron oscuro,Mediano,Corta,Medianas,Caidas
1821,Adulto,Grande,Macho,Liso,Negro,,,Largo,Marron oscuro,Mediano,Largo,Largas,Caidas
1837,Adulto,Grande,Macho,Bicolor,Negro,Blanco,,Mediano,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1838,Adulto,Grande,Macho,Liso,Negro,,,Mediano,Marron claro,Mediano,Mediana,Largas,Caidas
1849,Adulto,Mediano,Hembra,Bicolor,Negro,Dorado,,Largo,Marron oscuro,Mediano,Corta,Largas,Caidas
1851,Adulto,Grande,Hembra,Liso,Marron,,,Corto,Marron oscuro,Mediano,Mediana,Largas,Caidas
1863,Adulto,Chico,Macho,Bicolor,Blanco,Marron,,Corto,Marron claro,Mediano,Mediana,Largas,Caidas
1872,Adulto,Grande,Macho,Bicolor,Negro,Dorado,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1874,Adulto,Grande,Hembra,Bicolor,Dorado,Blanco,,Corto,Marron oscuro,Largo,Mediana,Cortas,Caidas
1884,Cachorro,Chico,Macho,Bicolor,Dorado,Negro,,Mediano,Marron oscuro,Largo,Largo,Largas,Paradas
1886,Adulto,Chico,Macho,Liso,Negro,,,Largo,Marron oscuro,Mediano,Mediana,Medianas,Paradas
1902,Cachorro,Mediano,Macho,Bicolor,Blanco,Negro,,Mediano,Celeste,Mediano,Mediana,Medianas,Paradas
1906,Adulto,Chico,Macho,Liso,Blanco,,,Largo,Celeste,Corto,Corta,Cortas,Caidas
1908,Adulto,Chico,Hembra,Tricolor,Dorado,Negro,Blanco,Corto,Marron oscuro,Corto,Corta,Largas,Paradas
1910,Adulto,Chico,Macho,Bicolor,Dorado,Blanco,,Corto,Marron oscuro,Mediano,Mediana,Medianas,Caidas
1919,Cachorro,Mediano,Macho,Tricolor,Negro,Blanco,Marron,Largo,Marron oscuro,Corto,Corta,Medianas,Caidas
1940,Cachorro,Mediano,Macho,Liso,Marron,,,Corto,Marron claro,Largo,Mediana,Cortas,Caidas
1950,Adulto,Chico,Hembra,Bicolor,Negro,Marron,,Largo,Marron oscuro,Mediano,Corta,Largas,Caidas
1954,Cachorro,Mediano,Macho,Liso,Blanco,,,Corto,Marron claro,Mediano,Mediana,Medianas,Paradas
